parkCode,states,fullName,designation,latitude,longitude,latLong,fee_usd,fee_type,fee_description
bicy,FL,Big Cypress National Preserve,National Preserve,25.97079602,-81.08120629,"lat:25.97079602, long:-81.08120629",0.0,Entrance Fee,There is no entrance fee for Big Cypress National Preserve
bisc,FL,Biscayne National Park,National Park,25.490587,-80.21023851,"lat:25.490587, long:-80.21023851",0.0,No entrance fees.,The park has no entrance fees.
cana,FL,Canaveral National Seashore,National Seashore,28.78637529,-80.75419576,"lat:28.78637529, long:-80.75419576",20.0,Vehicle Entrance Fee,"Per vehicle fee (cars, mini-vans, etc..), valid for 7 days."
cana,FL,Canaveral National Seashore,National Seashore,28.78637529,-80.75419576,"lat:28.78637529, long:-80.75419576",15.0,Motorcyles,The motorcycle entrance fee is valid for 7 days and is a per motorcycle fee.
cana,FL,Canaveral National Seashore,National Seashore,28.78637529,-80.75419576,"lat:28.78637529, long:-80.75419576",10.0,Walk-in/Bicycle-in Per Person,Pedestrians entering the park on foot or bicycle will pay $10 per person. Valid for 7 days.
cana,FL,Canaveral National Seashore,National Seashore,28.78637529,-80.75419576,"lat:28.78637529, long:-80.75419576",100.0,Commercial Tour Vehicles,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced or sold for leisure or recreational purposes by an organization that realizes financial gain through the provisions of the service. (Costs vary based on design capacity of vehicle, and range from $25 to $100)."
casa,FL,Castillo de San Marcos National Monument,National Monument,29.89785701,-81.31217173,"lat:29.89785701, long:-81.31217173",15.0,Castillo Entrance Fee - Per Person - Adult,Individual admission for persons 16 years of age or older.
casa,FL,Castillo de San Marcos National Monument,National Monument,29.89785701,-81.31217173,"lat:29.89785701, long:-81.31217173",0.0,Castillo Entrance Fee - Per Person - Child,Individual admission for person age 15 and younger
deso,FL,De Soto National Memorial,National Memorial,27.52272613,-82.64335416,"lat:27.52272613, long:-82.64335416",0.0,De Soto National Memorial,"The Park and all areas, programs, and events are free of charge."
drto,FL,Dry Tortugas National Park,National Park,24.628741,-82.87319,"lat:24.628741, long:-82.87319",15.0,Dry Tortugas Entrance Fee,"This fee covers entrance to the park for 7 days. If you are arriving via seaplane or ferry the travel ticket includes entrance fee to Dry Tortugas National Park and Fort Jefferson. If you hold a National Parks Pass, show your pass at check-in and the entrance fee will be deducted from your transportation cost.

If you are arriving via private boat or private seaplane fees are collected through a self-service fee area on the main dock at Garden Key. Cash or check only."
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",30.0,Everglades National Park Entrance Fee- Per vehicle,The entrance fee to the Everglades National Park is good for 7 consecutive days starting from the day of purchase.
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",15.0,Everglades National Park Entrance Fee- Per Person/Cyclist/Paddlecraft,"The Everglades National Park charges an entry fee per person when an individual enters the main entrance station through a bike or by walking. The entrance fee is good for 7 consecutive days starting from the day of purchase. Individuals 16 years old and younger, are admitted free of charge."
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",25.0,Everglades National Park Entrance Fee- Per Motorcycle,The Everglades National Park entrance fee for motorcycles is good for 7 consecutive days starting from the day of purchase.
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",200.0,Everglades National Park Entrance Fee-  Commercial Motorcoach,"Entrance fees to the Everglades National Park are charged based on the seating capacity of the vehicle.

Motorcoach (26 or more passengers)"
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",100.0,Everglades National Park Entrance Fee- Commercial Minibus,"Entrance fees to the Everglades National Park are charged based on the seating capacity of the vehicle.

Minibus (16-25 passengers)"
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",75.0,Everglades National Park Entrance Fee- Commercial Van,"Entrance fees to the Everglades National Park are charged based on the seating capacity of the vehicle.

Van (7- 15 passengers)"
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",25.0,Everglades National Park Entrance Fee- Commercial Sedan,"Entrance fees to the Everglades National Park are charged based on the seating capacity of the vehicle.

Sedan (1-6 passengers: $15 per person)"
foma,FL,Fort Matanzas National Monument,National Monument,29.7121489,-81.23567535,"lat:29.7121489, long:-81.23567535",0.0,Fort Matanzas Entrance Fee,"There is no fee for visiting any portion of Fort Matanzas.  However, the ferry service to the historic fort requires boarding passes.

Some tours may be canceled due to changes in weather or staffing levels. Call the park between 9am-5pm on the day of your visit for operational updates: (904) 471-0116"
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.29924926,-87.75064297,"lat:30.29924926, long:-87.75064297",15.0,Gulf Islands National Seashore - Per Person,"This pass is good for seven days from the date of purchase and covers the entrance fee at Perdido Key, Fort Pickens, and Santa Rosa (Opal Beach)."
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.29924926,-87.75064297,"lat:30.29924926, long:-87.75064297",20.0,Gulf Islands National Seashore - Per Motorcycle,"This pass is good for seven days from the date of purchase and covers the entrance fee at Perdido Key, Fort Pickens, and Santa Rosa (Opal Beach)."
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.29924926,-87.75064297,"lat:30.29924926, long:-87.75064297",25.0,Gulf Islands National Seashore - Private Vehicle (<15 passenger capacity),"This pass is good for seven days from the date of purchase and covers the entrance fee at Perdido Key, Fort Pickens, and Santa Rosa (Opal Beach)."
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.29924926,-87.75064297,"lat:30.29924926, long:-87.75064297",7.0,Gulf Islands National Seashore - Per Person in Private Vehicle with more that 15 passenger capacity.,"This pass is good for seven days from the date of purchase and covers the entrance fee at Perdido Key, Fort Pickens, and Santa Rosa (Opal Beach). (limited to a total cost of $25.00)"
timu,FL,Timucuan Ecological & Historic Preserve,Ecological & Historic Preserve,30.47251894,-81.49950104,"lat:30.47251894, long:-81.49950104",0.0,Fee Free Park,We are a free park.
ande,GA,Andersonville National Historic Site,National Historic Site,32.19831758,-84.12988898,"lat:32.19831758, long:-84.12988898",0.0,Park Fees,Andersonville National Historic Site is a fee free park. No fee is charged to enter the park or visit the National Prisoner of War Museum.
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",10.0,Point Park (Lookout Mountain Battlefield) Entrance Fee - Per Person,"An entry fee is charged per person, ages 16 and older, ages 15 and under enter the park for free. The entrance ticket covers the number of individuals entering Point Park and is valid for 7 days from the time of purchase. Entrance tickets must be purchased at the fee station at the Point Park gate.    

**Annual Passes, Volunteer Passes, Senior Passes, and Access Passes are accepted at Point Park (these passes cannot be scanned in the fee machines)**"
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",0.0,Chickamauga Battlefield,No entrance fee is charged at Chickamauga Battlefield
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",0.0,Missionary Ridge,"There are no entrance fees for any of the reservations on Missionary Ridge. The reservations include: 

Sherman Reservation
Bragg Reservation
73rd Pennsylvania Reservation
Ohio Reservation
Iowa Reservation
De Long Reservation
Turchin Reservation"
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",0.0,Orchard Knob,There is no entrance fee at Orchard Knob Reservation.
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",0.0,Moccasin Bend National Archeological District,There are no entrance fees at any of the sites on Moccasin Bend National Archeological District
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",0.0,Signal Point,There is no entrance fee to Signal Point Reservation
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",0.0,Cravens House (Lookout Mountain Battlefield),There is no entrance fee at Cravens House Reservation
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",10.0,Entrance Fee - Adults 16 and over,"This per-person fee is valid for seven consecutive days. Pay at the mainland visitor center, self-pay stations on the island, or online at https://pay.gov/public/form/start/756650965. Debit/credit cards only."
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",9.0,Yankee Paradise Campground,Permit is good for one night at Yankee Paradise Campground. This is a wilderness campground. Camping must be in the designated campground area but specific sites are not assigned. Permit is good for up to 6 people.
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",12.0,Stafford Beach Campground,"Permit fee is for one night, for an individual campsite at Stafford Beach Campground. Permit is good for up to six people."
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",40.0,Sea Camp Groupsite,Permit fee is good for one night at a designated groupsite at Sea Camp Campground. Permit is good for 7 - 20 people.
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",22.0,Sea Camp Campground,"Permit fee is per night, for an individual campsite at the Sea Camp Campground. Permits are good for up to six people."
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",9.0,Hickory Hill Campground,Permit is good for one night at Hickory Hill Campground. This is a wilderness campground. Camping must be in the designated campground area but specific sites are not assigned. Permit is good for up to 6 people.
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",9.0,Brickhill Bluff Campground,Permit is good for one night at Brickhill Bluff Campground. This is a wilderness campground. Camping must be in the designated campground area but specific sites are not assigned. Permit is good for up to 6 people.
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",32.0,Senior Ferry Ticket,A senior (62 years and up) roundtrip ticket is $32 plus 7% GA sales tax.
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",34.0,Adult Ferry Ticket,"An adult (16-61) roundtrip ferry ticket is $34, plus 7% GA sales tax"
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",0.0,Child Ferry Ticket,Children 5 and younger are free. They still need to have a reservation to be counted in the passenger manifest.
