Park Code,State(s),Park Name,Designation,Latitude,Longitude,Coordinates,Fee (USD),Fee Type,Fee Description
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",$30.00,Entrance - Motorcycle,Good for 7 consecutive days at all park entrances.
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",$20.00,Entrance - Per Person,"Good for 7 consecutive days at all park entrances. Admits one individual hiker, bicyclist, pedestrian, or human-powered paddlecraft, when not arriving in a vehicle or vessel. Individuals 15 years old and younger, are admitted free of charge."
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",$0.00,Entrance - Education/Academic Groups,"All accredited educational and scientific institutions are eligible to receive free entrance to the park. Bringing your classroom to the park can present many unique learning opportunities and novel ways for your students to advance their studies. The Federal Lands Recreation Enhancement Act (FLREA), Public Law 108-447, provides the National Park Service statutory authority to allow “outings conducted for non-commercial educational purposes by schools or bona fide academic institutions.”"
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",$300.00,Commercial Entrance - Motor Coach,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service. Entrance fees are charges based on the seating capacity of the vehicle. Commercial entry good for 7 days as long as its the same passenger group."
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",$200.00,Commercial Entrance - Mini-bus,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service. Entrance fees are charges based on the seating capacity of the vehicle. Commercial entry good for 7 days as long as its the same passenger group."
ever,FL,Everglades National Park,National Park,25.37294225,-80.88200301,"lat:25.37294225, long:-80.88200301",$125.00,Commercial Entrance - Van,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service. Entrance fees are charges based on the seating capacity of the vehicle. Commercial entry good for 7 days as long as its the same passenger group."
foma,FL,Fort Matanzas National Monument,National Monument,29.7121489,-81.23567535,"lat:29.7121489, long:-81.23567535",$0.00,Timed Entry Reservation - Location,"All areas of the park are free of charge including the ferry to the fort. However, you must stop in the Fort Matanzas Visitor Center (NOT the St. Augustine city Visitor Center) to get your free boarding pass for the ferry. Family members of all ages must have a pass to board the ferry. Passes are Free"
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.3211,-87.2304,"lat:30.3211, long:-87.2304",$25.00,Entrance - Private Vehicle,"Cost for up to six people in one vehicle. Good for seven days into any fee area in Florida, (Opal Beach, Johnson Beach, Fort Pickens)."
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.3211,-87.2304,"lat:30.3211, long:-87.2304",$20.00,Entrance - Motorcycle,"Fees are required at Fort Pickens Area, Opal Beach Complex Area, and Johnson Beach Area in Florida. Additional fees to ride the ferry."
guis,"FL,MS",Gulf Islands National Seashore,National Seashore,30.3211,-87.2304,"lat:30.3211, long:-87.2304",$15.00,Entrance - Per Person,"Fees are required at Fort Pickens Area, Opal Beach Complex Area, and Johnson Beach Area in Florida. Additional fees to ride the ferry."
timu,FL,Timucuan Ecological & Historic Preserve,Ecological & Historic Preserve,30.47251894,-81.49950104,"lat:30.47251894, long:-81.49950104",$0.00,No Fee,This location does not charge an entrance fee.
ande,GA,Andersonville National Historic Site,National Historic Site,32.19831758,-84.12988898,"lat:32.19831758, long:-84.12988898",$0.00,No Fee,This location does not charge an entrance fee.
chat,GA,Chattahoochee River National Recreation Area,National Recreation Area,33.99698333,-84.28953177,"lat:33.99698333, long:-84.28953177",$5.00,Entrance - Per Person,Required for visitors age 16+ entering on foot or by bicycle. Valid for one day.
chat,GA,Chattahoochee River National Recreation Area,National Recreation Area,33.99698333,-84.28953177,"lat:33.99698333, long:-84.28953177",$5.00,Entrance - Private Vehicle,Private vehicle pass admits one private vehicle and its occupants for one day.
chat,GA,Chattahoochee River National Recreation Area,National Recreation Area,33.99698333,-84.28953177,"lat:33.99698333, long:-84.28953177",$5.00,Entrance - Motorcycle,Valid for one motorcycle and its occupant(s) for one day.
chch,"GA,TN",Chickamauga & Chattanooga National Military Park,National Military Park,34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537",$10.00,Entrance - Per Person,"Entrance fees only apply to Point Park, on Lookout Mountain. If you plan to visit Chickamauga Battlefield, parts of Lookout Mountain Battlefield, exclusive of Point Park, Missionary Ridge, Orchard Knob, Signal Point, or Moccasin Bend National Archeological District, entrance to the park areas is FREE."
cuis,GA,Cumberland Island National Seashore,National Seashore,30.85857484,-81.45253575,"lat:30.85857484, long:-81.45253575",$15.00,Entrance - Per Person,Cumberland Island National Seashore has a per-person entrance fee. This fee is waived for America the Beautiful pass holder plus three adults. Must present pass at time of check-in.
fofr,GA,Fort Frederica National Monument,National Monument,31.2214699,-81.39452014,"lat:31.2214699, long:-81.39452014",$0.00,No Fee,This location does not charge an entrance fee.
fopu,GA,Fort Pulaski National Monument,National Monument,32.0308274,-80.93361681,"lat:32.0308274, long:-80.93361681",$10.00,Entrance - Per Person,A per person fee of $10 is required to visit Fort Pulaski and the surrounding areas. Admission is valid for 7 consecutive days. Youth 15 and under are admitted free of charge. Only available at the entrance station to Fort Pulaski National Monument. Credit/Debit Only
fopu,GA,Fort Pulaski National Monument,National Monument,32.0308274,-80.93361681,"lat:32.0308274, long:-80.93361681",$10.00,Commercial Entrance - Per Person,Commercial bus/van tours are charged the per person fee for the number of persons on board.
jica,GA,Jimmy Carter National Historical Park,National Historical Park,32.03611,-84.3924,"lat:32.03611, long:-84.3924",$0.00,No Fee,This location does not charge an entrance fee.
kemo,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,33.95370717,-84.59214186,"lat:33.95370717, long:-84.59214186",$5.00,Entrance - Private Vehicle,"The Daily Pass is valid for the date of purchase only. It admits all persons traveling in a single, private, non-commercial vehicle (car/truck/van) and is non-transferable. This pass does NOT guarantee a parking spot."
kemo,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,33.95370717,-84.59214186,"lat:33.95370717, long:-84.59214186",$5.00,Entrance - Per Person,The Daily Pass is valid for the date of purchase only. It admits all walk-in visitors aged 16 and older.
kemo,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,33.95370717,-84.59214186,"lat:33.95370717, long:-84.59214186",$0.00,Entrance - Education/Academic Groups,"To request an Academic Fee Waiver for your group, click on the link for further details."
kemo,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,33.95370717,-84.59214186,"lat:33.95370717, long:-84.59214186",$100.00,Commercial Entrance - Motor Coach,$100 Motor Coach/Commercial Tour Groups with 26 or more people
kemo,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,33.95370717,-84.59214186,"lat:33.95370717, long:-84.59214186",$40.00,Commercial Entrance - Mini-bus,$40 per passenger bus with 16-25 people
kemo,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,33.95370717,-84.59214186,"lat:33.95370717, long:-84.59214186",$25.00,Commercial Entrance - Sedan,$25 per passenger bus/sedan with 1-6 people
malu,GA,"Martin Luther King, Jr. National Historical Park",National Historical Park,33.75618241,-84.37256768,"lat:33.75618241, long:-84.37256768",$0.00,No Fee,This location does not charge an entrance fee.
ocmu,GA,Ocmulgee Mounds National Historical Park,National Historical Park,32.83816576,-83.60224853,"lat:32.83816576, long:-83.60224853",$0.00,No Fee,This location does not charge an entrance fee.
alka,HI,Ala Kahakai National Historic Trail,National Historic Trail,19.144668109,-155.890734294,"lat:19.144668109, long:-155.890734294",$0.00,No Fee,This location does not charge an entrance fee.
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$25.00,Entrance - Motorcycle,"Valid for three days. Admits a private, non-commercial motorcycle to Haleakalā National Park including both the Summit and Kīpahulu Districts."
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$30.00,Entrance - Private Vehicle,"Valid for three days. Admits private, non-commercial vehicle (14 max capacity or less) and all occupants to Haleakalā National Park including both the Summit and Kīpahulu Districts."
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$15.00,Entrance - Per Person,Admits one individual with no car to Haleakalā National Park including both the Summit and Kīpahulu Areas. Youth 15 and under are admitted free.
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$15.00,Commercial Entrance - Per Person,$15.00 per person for non-road based organized groups that offer activities such as Astronomy and Hiking.
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$30.00,Commercial Entrance - Sedan,"$30.00 plus, $15.00 per person for road based tour vehicles, such as sedans, with a passenger carrying capacity of 1-7 people."
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$45.00,Commercial Entrance - Van,"$45.00 for road based tour vehicles, such as large vans and mini buses, with a passenger carrying capacity of 8-25 people."
hale,HI,Haleakalā National Park,National Park,20.70693015,-156.1591775,"lat:20.70693015, long:-156.1591775",$1.00,Timed Entry Reservation - Park & Location,A reservation is required for each vehicle entering the park from 3:00 a.m. to 7:00 a.m. You may book a reservation up to 60 days in advance and 2 days in advance of the start date.
havo,HI,Hawaiʻi Volcanoes National Park,National Park,19.3355036,-155.4700257,"lat:19.3355036, long:-155.4700257",$30.00,Entrance - Private Vehicle,"Private Vehicle Pass - The private vehicle pass admits the passholder and up to 14 passengers of a single, private (non-commercial) vehicle."
